Name,InChlKey,SMILES,Formula,Precursor m/z,MS/MS_m/z,MSMS spectrum,Adduct,CE,Source,NLFentanyl_C9H10NO,ProIonFentanyl_C8H9+,ProIonFentanyl_C13H18N+,MS2 feature
4-Methoxybutyrylfentanyl,FNVSEQCPMXWQKG-UHFFFAOYSA-N,,C24H32N2O2,188.1434,"51.0226 16.48
53.0383 12.19
54.0336 3.60
55.0539 18.08
56.0491 11.49
65.0382 19.98
67.0412 1.70
67.0538 15.48
68.0491 13.19
69.0569 2.60
69.0695 35.36
70.0647 3.70
77.0381 305.79
78.0460 8.59
79.0538 496.60
80.0490 2.40
82.0647 10.39
84.0803 13.59
90.0459 7.59
91.0538 375.12
92.0616 1.20
93.0694 18.68
94.0646 1.40
95.0487 70.63
96.0803 24.18
102.0459 15.68
103.0538 563.54
104.0490 6.79
104.0570 1.50
104.0616 39.36
105.0443 204.30
105.0694 999.00
110.0959 4.60
115.0538 80.22
116.0617 3.90
117.0569 182.32
117.0694 31.67
118.0647 31.47
119.0725 19.78
120.0803 65.63
127.0538 2.90
128.0616 21.28
129.0694 13.69
130.0647 154.55
131.0725 19.18
132.0803 39.16
134.0960 2.80
141.0695 4.60
143.0725 11.19
144.0804 32.67
145.0882 5.00
146.0962 4.20
155.0601 1.70
156.0806 5.39
158.0961 7.89
170.0962 4.60
171.1041 1.80
172.1120 2.10
184.1115 19.48
186.1273 20.08
188.1429 27.27",51.0226:16.48 53.0383:12.19 54.0336:3.60 55.0539:18.08 56.0491:11.49 65.0382:19.98 67.0412:1.70 67.0538:15.48 68.0491:13.19 69.0569:2.60 69.0695:35.36 70.0647:3.70 77.0381:305.79 78.0460:8.59 79.0538:496.60 80.0490:2.40 82.0647:10.39 84.0803:13.59 90.0459:7.59 91.0538:375.12 92.0616:1.20 93.0694:18.68 94.0646:1.40 95.0487:70.63 96.0803:24.18 102.0459:15.68 103.0538:563.54 104.0490:6.79 104.0570:1.50 104.0616:39.36 105.0443:204.30 105.0694:999.00 110.0959:4.60 115.0538:80.22 116.0617:3.90 117.0569:182.32 117.0694:31.67 118.0647:31.47 119.0725:19.78 120.0803:65.63 127.0538:2.90 128.0616:21.28 129.0694:13.69 130.0647:154.55 131.0725:19.18 132.0803:39.16 134.0960:2.80 141.0695:4.60 143.0725:11.19 144.0804:32.67 145.0882:5.00 146.0962:4.20 155.0601:1.70 156.0806:5.39 158.0961:7.89 170.0962:4.60 171.1041:1.80 172.1120:2.10 184.1115:19.48 186.1273:20.08 188.1429:27.27,[M+H-C11H15NO2]+,NCE=110% 41eV,NIST,0,0,0,0
4-Methoxybutyrylfentanyl,FNVSEQCPMXWQKG-UHFFFAOYSA-N,,C24H32N2O2,188.1434,"51.0226 90.91
53.0382 34.77
54.0336 10.59
55.0539 23.28
56.0491 17.28
63.0226 2.80
65.0382 118.08
67.0413 4.60
67.0538 20.48
68.0490 26.07
69.0569 2.90
69.0694 22.28
70.0647 3.50
77.0381 969.43
78.0081 2.00
78.0460 49.55
79.0537 881.82
80.0489 7.19
82.0646 16.28
84.0802 11.09
89.0381 21.08
90.0459 56.34
91.0537 915.18
92.0615 2.50
93.0568 5.39
93.0694 15.48
94.0646 3.90
95.0486 217.48
96.0802 50.95
102.0459 50.55
103.0537 999.00
104.0490 13.49
104.0570 2.30
104.0616 82.42
105.0442 640.46
105.0693 712.29
110.0959 10.59
115.0537 155.14
116.0489 2.70
116.0616 9.49
117.0568 329.57
117.0693 50.15
118.0646 54.15
119.0725 18.78
120.0803 34.67
127.0538 8.29
128.0490 2.40
128.0616 41.46
129.0695 10.99
130.0647 272.43
131.0725 22.38
132.0803 20.38
141.0695 4.40
143.0724 21.98
144.0804 46.05
155.0601 5.00
156.0805 9.89
158.0961 3.80
170.0963 6.99
184.1118 10.89
186.1274 8.79",51.0226:90.91 53.0382:34.77 54.0336:10.59 55.0539:23.28 56.0491:17.28 63.0226:2.80 65.0382:118.08 67.0413:4.60 67.0538:20.48 68.0490:26.07 69.0569:2.90 69.0694:22.28 70.0647:3.50 77.0381:969.43 78.0081:2.00 78.0460:49.55 79.0537:881.82 80.0489:7.19 82.0646:16.28 84.0802:11.09 89.0381:21.08 90.0459:56.34 91.0537:915.18 92.0615:2.50 93.0568:5.39 93.0694:15.48 94.0646:3.90 95.0486:217.48 96.0802:50.95 102.0459:50.55 103.0537:999.00 104.0490:13.49 104.0570:2.30 104.0616:82.42 105.0442:640.46 105.0693:712.29 110.0959:10.59 115.0537:155.14 116.0489:2.70 116.0616:9.49 117.0568:329.57 117.0693:50.15 118.0646:54.15 119.0725:18.78 120.0803:34.67 127.0538:8.29 128.0490:2.40 128.0616:41.46 129.0695:10.99 130.0647:272.43 131.0725:22.38 132.0803:20.38 141.0695:4.40 143.0724:21.98 144.0804:46.05 155.0601:5.00 156.0805:9.89 158.0961:3.80 170.0963:6.99 184.1118:10.89 186.1274:8.79,[M+H-C11H15NO2]+,NCE=130% 48eV,NIST,0,0,0,0
4-Methoxybutyrylfentanyl,FNVSEQCPMXWQKG-UHFFFAOYSA-N,,C24H32N2O2,188.1434,"50.0151 11.19
51.0217 21.58
51.0229 204.89
53.0385 34.27
54.0337 9.89
55.0541 7.79
56.0493 8.79
63.0226 14.09
65.0019 2.50
65.0367 7.39
65.0382 241.36
66.0462 2.10
67.0414 3.30
67.0539 10.49
68.0491 19.68
69.0697 2.40
76.0304 5.29
77.0362 18.38
77.0381 999.00
78.0459 80.62
79.0518 5.39
79.0537 351.55
80.0491 6.29
82.0648 9.99
89.0381 72.93
90.0459 97.50
91.0513 8.59
91.0537 669.43
93.0568 3.70
94.0647 2.80
95.0486 217.58
96.0803 29.17
102.0459 55.04
103.0537 465.53
104.0490 8.89
104.0616 34.07
105.0442 615.38
105.0694 95.20
106.0412 3.20
110.0961 3.80
115.0538 98.10
116.0490 5.09
116.0571 2.10
116.0616 4.90
117.0568 143.16
117.0694 19.88
118.0646 25.97
127.0537 6.19
128.0491 5.69
128.0616 28.67
130.0647 135.26
131.0725 5.59
143.0724 11.09
144.0804 12.89
155.0600 4.10
156.0804 2.20",50.0151:11.19 51.0217:21.58 51.0229:204.89 53.0385:34.27 54.0337:9.89 55.0541:7.79 56.0493:8.79 63.0226:14.09 65.0019:2.50 65.0367:7.39 65.0382:241.36 66.0462:2.10 67.0414:3.30 67.0539:10.49 68.0491:19.68 69.0697:2.40 76.0304:5.29 77.0362:18.38 77.0381:999.00 78.0459:80.62 79.0518:5.39 79.0537:351.55 80.0491:6.29 82.0648:9.99 89.0381:72.93 90.0459:97.50 91.0513:8.59 91.0537:669.43 93.0568:3.70 94.0647:2.80 95.0486:217.58 96.0803:29.17 102.0459:55.04 103.0537:465.53 104.0490:8.89 104.0616:34.07 105.0442:615.38 105.0694:95.20 106.0412:3.20 110.0961:3.80 115.0538:98.10 116.0490:5.09 116.0571:2.10 116.0616:4.90 117.0568:143.16 117.0694:19.88 118.0646:25.97 127.0537:6.19 128.0491:5.69 128.0616:28.67 130.0647:135.26 131.0725:5.59 143.0724:11.09 144.0804:12.89 155.0600:4.10 156.0804:2.20,[M+H-C11H15NO2]+,NCE=160% 60eV,NIST,0,0,0,0
4-Methoxybutyrylfentanyl,FNVSEQCPMXWQKG-UHFFFAOYSA-N,,C24H32N2O2,188.1434,"69.0695 12.39
84.0803 120.38
91.0538 23.18
96.0804 12.59
97.0883 3.40
103.0539 5.99
105.0664 11.79
105.0694 999.00
117.0695 19.48
120.0803 80.42
129.0695 25.57
130.0647 5.19
132.0803 59.44
134.0960 108.79
143.0848 9.49
146.0960 167.33
160.1116 12.09
184.1116 17.88
185.1147 5.69
186.1273 52.85
187.1299 2.90
188.1428 56.74",69.0695:12.39 84.0803:120.38 91.0538:23.18 96.0804:12.59 97.0883:3.40 103.0539:5.99 105.0664:11.79 105.0694:999.00 117.0695:19.48 120.0803:80.42 129.0695:25.57 130.0647:5.19 132.0803:59.44 134.0960:108.79 143.0848:9.49 146.0960:167.33 160.1116:12.09 184.1116:17.88 185.1147:5.69 186.1273:52.85 187.1299:2.90 188.1428:56.74,[M+H-C11H15NO2]+,NCE=35%,NIST,0,0,0,0
4-Methoxybutyrylfentanyl,FNVSEQCPMXWQKG-UHFFFAOYSA-N,,C24H32N2O2,403.2356,"105.0694 5.19
188.1429 104.99
189.1463 23.08
403.2344 999.00
404.2379 81.32",105.0694:5.19 188.1429:104.99 189.1463:23.08 403.2344:999.00 404.2379:81.32,[M+Na]+,NCE=35% 28eV,NIST,0,0,0,0
4-Methoxybutyrylfentanyl,FNVSEQCPMXWQKG-UHFFFAOYSA-N,,C24H32N2O2,403.2356,"105.0693 68.73
188.1430 315.08
189.1463 72.83
403.2345 999.00
404.2376 82.42",105.0693:68.73 188.1430:315.08 189.1463:72.83 403.2345:999.00 404.2376:82.42,[M+Na]+,NCE=40% 32eV,NIST,0,0,0,0
4-Methoxybutyrylfentanyl,FNVSEQCPMXWQKG-UHFFFAOYSA-N,,C24H32N2O2,403.2356,"105.0694 451.15
106.0727 32.87
146.0962 28.57
186.1272 19.68
188.1429 999.00
189.1461 179.82
403.2345 854.54
404.2389 58.94",105.0694:451.15 106.0727:32.87 146.0962:28.57 186.1272:19.68 188.1429:999.00 189.1461:179.82 403.2345:854.54 404.2389:58.94,[M+Na]+,NCE=45% 36eV,NIST,0,0,0,0
4-Methoxybutyrylfentanyl,FNVSEQCPMXWQKG-UHFFFAOYSA-N,,C24H32N2O2,403.2356,"105.0695 962.74
106.0728 95.40
146.0959 17.48
188.1429 999.00
189.1462 176.82
381.2376 27.87
403.2345 231.17",105.0695:962.74 106.0728:95.40 146.0959:17.48 188.1429:999.00 189.1462:176.82 381.2376:27.87 403.2345:231.17,[M+Na]+,NCE=50% 40eV,NIST,0,0,0,0
4-Methoxybutyrylfentanyl,FNVSEQCPMXWQKG-UHFFFAOYSA-N,,C24H32N2O2,403.2356,"79.0539 16.18
105.0695 999.00
106.0727 136.96
188.1429 285.51
381.2393 24.98",79.0539:16.18 105.0695:999.00 106.0727:136.96 188.1429:285.51 381.2393:24.98,[M+Na]+,NCE=60% 48eV,NIST,0,0,0,0
4-Methoxybutyrylfentanyl,FNVSEQCPMXWQKG-UHFFFAOYSA-N,,C24H32N2O2,403.2356,"77.0382 23.78
79.0539 79.32
103.0537 49.25
105.0694 999.00
106.0728 124.38",77.0382:23.78 79.0539:79.32 103.0537:49.25 105.0694:999.00 106.0728:124.38,[M+Na]+,NCE=75% 60eV,NIST,0,0,0,0
4-Methoxybutyrylfentanyl,FNVSEQCPMXWQKG-UHFFFAOYSA-N,,C24H32N2O2,403.2356,"77.0383 95.60
79.0538 223.78
103.0538 187.71
105.0444 39.26
105.0694 999.00
106.0729 84.22",77.0383:95.60 79.0538:223.78 103.0538:187.71 105.0444:39.26 105.0694:999.00 106.0729:84.22,[M+Na]+,NCE=90% 72eV,NIST,0,0,0,0
4-Methoxybutyrylfentanyl,FNVSEQCPMXWQKG-UHFFFAOYSA-N,,C24H32N2O2,403.2356,"77.0382 425.37
79.0538 563.44
95.0486 49.05
103.0538 407.79
105.0443 264.83
105.0694 999.00
125.6653 22.78
381.2404 39.16",77.0382:425.37 79.0538:563.44 95.0486:49.05 103.0538:407.79 105.0443:264.83 105.0694:999.00 125.6653:22.78 381.2404:39.16,[M+Na]+,NCE=110% 88eV,NIST,0,0,0,0
4-Methoxybutyrylfentanyl,FNVSEQCPMXWQKG-UHFFFAOYSA-N,,C24H32N2O2,403.2356,"188.1429 999.00
189.1461 248.05
333.1930 488.71
403.2352 111.49",188.1429:999.00 189.1461:248.05 333.1930:488.71 403.2352:111.49,[M+Na]+,NCE=35%,NIST,0,0,0,0
o-Fluorobutyrylfentanyl,NLSYMTDGNNFMCX-UHFFFAOYSA-N,,C23H29FN2O,369.2337,"105.0693 1.30
188.1428 200.30
248.1439 3.80
299.1909 24.08
369.2325 999.00
370.2363 2.40",105.0693:1.30 188.1428:200.30 248.1439:3.80 299.1909:24.08 369.2325:999.00 370.2363:2.40,[M+H]+,NCE=25% 18eV,NIST,0,0,0,0
o-Fluorobutyrylfentanyl,NLSYMTDGNNFMCX-UHFFFAOYSA-N,,C23H29FN2O,369.2337,"71.0489 4.60
105.0693 14.59
134.0960 6.29
146.0961 1.90
160.1117 4.10
182.0972 1.80
186.1273 2.40
188.1429 866.33
248.1440 19.18
299.1910 72.83
369.2326 999.00",71.0489:4.60 105.0693:14.59 134.0960:6.29 146.0961:1.90 160.1117:4.10 182.0972:1.80 186.1273:2.40 188.1429:866.33 248.1440:19.18 299.1910:72.83 369.2326:999.00,[M+H]+,NCE=30% 22eV,NIST,0,0,0,0
o-Fluorobutyrylfentanyl,NLSYMTDGNNFMCX-UHFFFAOYSA-N,,C23H29FN2O,369.2337,"71.0487 8.69
84.0804 2.70
105.0694 44.56
134.0961 10.89
146.0960 7.19
150.0710 3.90
160.1116 5.99
182.0972 4.30
186.1274 3.40
188.1429 999.00
222.1284 1.40
248.1439 22.48
297.1754 1.80
299.1910 53.75
369.2327 324.87",71.0487:8.69 84.0804:2.70 105.0694:44.56 134.0961:10.89 146.0960:7.19 150.0710:3.90 160.1116:5.99 182.0972:4.30 186.1274:3.40 188.1429:999.00 222.1284:1.40 248.1439:22.48 297.1754:1.80 299.1910:53.75 369.2327:324.87,[M+H]+,NCE=35% 25eV,NIST,0,0,0,0
o-Fluorobutyrylfentanyl,NLSYMTDGNNFMCX-UHFFFAOYSA-N,,C23H29FN2O,369.2337,"71.0488 11.59
84.0803 5.49
105.0694 111.79
134.0960 19.18
146.0960 14.59
150.0710 8.29
160.1116 6.79
182.0972 5.00
186.1274 4.30
188.1429 999.00
248.1439 23.98
299.1911 29.77
369.2328 95.10",71.0488:11.59 84.0803:5.49 105.0694:111.79 134.0960:19.18 146.0960:14.59 150.0710:8.29 160.1116:6.79 182.0972:5.00 186.1274:4.30 188.1429:999.00 248.1439:23.98 299.1911:29.77 369.2328:95.10,[M+H]+,NCE=40% 29eV,NIST,0,0,0,0
o-Fluorobutyrylfentanyl,NLSYMTDGNNFMCX-UHFFFAOYSA-N,,C23H29FN2O,369.2337,"67.0539 1.40
71.0487 14.69
79.0538 1.60
84.0803 11.29
105.0694 259.94
112.0553 3.30
117.0695 1.80
120.0803 1.90
132.0804 1.40
134.0961 29.87
146.0960 26.77
150.0710 17.78
160.1117 9.79
164.0866 1.80
182.0971 5.69
186.1274 5.99
188.1429 999.00
248.1440 22.68
299.1911 15.98
369.2328 29.67",67.0539:1.40 71.0487:14.69 79.0538:1.60 84.0803:11.29 105.0694:259.94 112.0553:3.30 117.0695:1.80 120.0803:1.90 132.0804:1.40 134.0961:29.87 146.0960:26.77 150.0710:17.78 160.1117:9.79 164.0866:1.80 182.0971:5.69 186.1274:5.99 188.1429:999.00 248.1440:22.68 299.1911:15.98 369.2328:29.67,[M+H]+,NCE=45% 33eV,NIST,0,0,0,0
o-Fluorobutyrylfentanyl,NLSYMTDGNNFMCX-UHFFFAOYSA-N,,C23H29FN2O,369.2337,"55.0541 1.90
67.0540 3.30
69.0696 3.40
71.0487 16.68
77.0381 1.50
79.0538 5.69
84.0803 22.08
91.0538 3.20
103.0538 5.00
105.0694 576.92
112.0553 6.59
117.0695 3.70
120.0803 5.29
132.0804 5.19
134.0960 40.86
146.0961 40.76
150.0710 28.07
160.1117 12.39
164.0867 3.90
182.0971 5.59
186.1273 8.89
188.1429 999.00
248.1440 15.88
299.1911 9.39
369.2321 8.99",55.0541:1.90 67.0540:3.30 69.0696:3.40 71.0487:16.68 77.0381:1.50 79.0538:5.69 84.0803:22.08 91.0538:3.20 103.0538:5.00 105.0694:576.92 112.0553:6.59 117.0695:3.70 120.0803:5.29 132.0804:5.19 134.0960:40.86 146.0961:40.76 150.0710:28.07 160.1117:12.39 164.0867:3.90 182.0971:5.59 186.1273:8.89 188.1429:999.00 248.1440:15.88 299.1911:9.39 369.2321:8.99,[M+H]+,NCE=50% 36eV,NIST,0,0,0,0
o-Fluorobutyrylfentanyl,NLSYMTDGNNFMCX-UHFFFAOYSA-N,,C23H29FN2O,369.2337,"55.0541 4.50
56.0493 2.30
67.0540 4.50
69.0695 6.89
71.0487 11.49
77.0382 6.29
79.0538 22.58
84.0803 25.97
91.0538 5.89
103.0538 18.58
105.0694 999.00
112.0553 8.89
117.0694 7.29
119.0850 1.40
120.0803 9.69
129.0696 1.70
130.0647 2.20
132.0804 9.59
134.0960 32.37
146.0960 36.56
150.0710 30.07
160.1116 7.79
164.0865 5.59
182.0973 1.90
186.1273 10.19
188.1429 441.96
248.1440 3.20",55.0541:4.50 56.0493:2.30 67.0540:4.50 69.0695:6.89 71.0487:11.49 77.0382:6.29 79.0538:22.58 84.0803:25.97 91.0538:5.89 103.0538:18.58 105.0694:999.00 112.0553:8.89 117.0694:7.29 119.0850:1.40 120.0803:9.69 129.0696:1.70 130.0647:2.20 132.0804:9.59 134.0960:32.37 146.0960:36.56 150.0710:30.07 160.1116:7.79 164.0865:5.59 182.0973:1.90 186.1273:10.19 188.1429:441.96 248.1440:3.20,[M+H]+,NCE=60% 44eV,NIST,0,0,0,0
o-Fluorobutyrylfentanyl,NLSYMTDGNNFMCX-UHFFFAOYSA-N,,C23H29FN2O,369.2337,"51.0228 1.90
55.0539 6.69
56.0493 3.40
67.0539 3.80
69.0695 4.90
71.0488 3.30
77.0381 23.78
79.0538 65.73
84.0803 14.69
91.0537 7.79
95.0486 5.39
103.0538 58.24
105.0443 16.68
105.0694 999.00
112.0552 8.39
115.0537 2.20
117.0568 2.00
117.0694 8.29
120.0803 8.69
122.0396 1.70
129.0695 1.40
130.0647 5.19
132.0804 6.49
134.0960 9.69
146.0960 13.59
150.0709 15.58
160.1115 1.90
164.0867 3.80
186.1274 4.70
188.1429 60.84",51.0228:1.90 55.0539:6.69 56.0493:3.40 67.0539:3.80 69.0695:4.90 71.0488:3.30 77.0381:23.78 79.0538:65.73 84.0803:14.69 91.0537:7.79 95.0486:5.39 103.0538:58.24 105.0443:16.68 105.0694:999.00 112.0552:8.39 115.0537:2.20 117.0568:2.00 117.0694:8.29 120.0803:8.69 122.0396:1.70 129.0695:1.40 130.0647:5.19 132.0804:6.49 134.0960:9.69 146.0960:13.59 150.0709:15.58 160.1115:1.90 164.0867:3.80 186.1274:4.70 188.1429:60.84,[M+H]+,NCE=75% 55eV,NIST,0,0,0,0
o-Fluorobutyrylfentanyl,NLSYMTDGNNFMCX-UHFFFAOYSA-N,,C23H29FN2O,369.2337,"51.0227 7.69
53.0384 2.80
55.0539 8.99
56.0492 4.00
67.0539 3.20
77.0381 78.12
79.0538 182.92
84.0803 7.19
91.0538 11.69
95.0487 19.58
103.0538 148.85
105.0443 54.15
105.0694 999.00
112.0552 7.59
115.0538 4.30
117.0568 5.00
117.0695 8.09
120.0804 5.69
122.0397 2.90
130.0647 9.69
132.0804 4.10
134.0961 2.00
135.0475 3.50
146.0961 5.19
150.0711 8.19
188.1430 8.69",51.0227:7.69 53.0384:2.80 55.0539:8.99 56.0492:4.00 67.0539:3.20 77.0381:78.12 79.0538:182.92 84.0803:7.19 91.0538:11.69 95.0487:19.58 103.0538:148.85 105.0443:54.15 105.0694:999.00 112.0552:7.59 115.0538:4.30 117.0568:5.00 117.0695:8.09 120.0804:5.69 122.0397:2.90 130.0647:9.69 132.0804:4.10 134.0961:2.00 135.0475:3.50 146.0961:5.19 150.0711:8.19 188.1430:8.69,[M+H]+,NCE=90% 66eV,NIST,0,0,0,0
o-Fluorobutyrylfentanyl,NLSYMTDGNNFMCX-UHFFFAOYSA-N,,C23H29FN2O,369.2337,"50.0149 3.60
51.0226 37.76
53.0383 11.49
55.0539 12.59
56.0492 4.10
65.0382 5.09
67.0539 2.80
77.0381 333.97
79.0538 511.19
84.0803 3.10
91.0538 24.18
92.0490 3.60
95.0487 75.52
102.0461 2.50
103.0538 412.99
104.0616 2.20
105.0443 226.47
105.0694 999.00
112.0553 8.49
115.0538 10.89
117.0569 8.89
117.0694 10.19
120.0804 2.20
122.0396 3.60
123.0349 4.00
130.0647 13.79
135.0475 7.69",50.0149:3.60 51.0226:37.76 53.0383:11.49 55.0539:12.59 56.0492:4.10 65.0382:5.09 67.0539:2.80 77.0381:333.97 79.0538:511.19 84.0803:3.10 91.0538:24.18 92.0490:3.60 95.0487:75.52 102.0461:2.50 103.0538:412.99 104.0616:2.20 105.0443:226.47 105.0694:999.00 112.0553:8.49 115.0538:10.89 117.0569:8.89 117.0694:10.19 120.0804:2.20 122.0396:3.60 123.0349:4.00 130.0647:13.79 135.0475:7.69,[M+H]+,NCE=110% 81eV,NIST,0,0,0,0
o-Fluorobutyrylfentanyl,NLSYMTDGNNFMCX-UHFFFAOYSA-N,,C23H29FN2O,369.2337,"50.0149 26.17
51.0226 162.94
53.0383 30.27
55.0540 16.38
56.0492 4.10
65.0382 20.78
75.0225 4.40
77.0381 999.00
78.0459 2.80
79.0538 926.87
91.0537 45.75
92.0490 5.00
95.0288 3.50
95.0487 225.97
102.0459 14.29
103.0538 731.97
104.0617 3.70
105.0443 649.05
105.0694 784.31
112.0553 3.10
115.0538 20.78
117.0568 12.39
117.0694 4.50
123.0349 13.19
130.0648 19.78
135.0476 9.79",50.0149:26.17 51.0226:162.94 53.0383:30.27 55.0540:16.38 56.0492:4.10 65.0382:20.78 75.0225:4.40 77.0381:999.00 78.0459:2.80 79.0538:926.87 91.0537:45.75 92.0490:5.00 95.0288:3.50 95.0487:225.97 102.0459:14.29 103.0538:731.97 104.0617:3.70 105.0443:649.05 105.0694:784.31 112.0553:3.10 115.0538:20.78 117.0568:12.39 117.0694:4.50 123.0349:13.19 130.0648:19.78 135.0476:9.79,[M+H]+,NCE=130% 96eV,NIST,0,0,0,0
o-Fluorobutyrylfentanyl,NLSYMTDGNNFMCX-UHFFFAOYSA-N,,C23H29FN2O,369.2337,"50.0151 50.15
51.0217 33.07
51.0229 282.62
53.0385 32.57
55.0541 3.70
65.0020 2.50
65.0383 26.87
75.0226 17.08
77.0363 24.18
77.0381 999.00
78.0461 9.99
79.0538 431.97
89.0382 3.40
91.0537 33.87
95.0487 215.78
102.0460 13.69
103.0538 313.49
105.0443 634.07
105.0694 119.08
115.0540 13.79
117.0569 2.20
123.0350 4.50
130.0648 3.50",50.0151:50.15 51.0217:33.07 51.0229:282.62 53.0385:32.57 55.0541:3.70 65.0020:2.50 65.0383:26.87 75.0226:17.08 77.0363:24.18 77.0381:999.00 78.0461:9.99 79.0538:431.97 89.0382:3.40 91.0537:33.87 95.0487:215.78 102.0460:13.69 103.0538:313.49 105.0443:634.07 105.0694:119.08 115.0540:13.79 117.0569:2.20 123.0350:4.50 130.0648:3.50,[M+H]+,NCE=160% 118eV,NIST,0,0,0,0
o-Fluorobutyrylfentanyl,NLSYMTDGNNFMCX-UHFFFAOYSA-N,,C23H29FN2O,369.2337,"105.0693 3.00
134.0961 6.39
146.0961 14.39
150.0711 6.79
160.1117 3.10
186.1274 7.19
188.1429 999.00
204.1376 3.30
222.1284 5.69
248.1439 49.45
258.1851 1.80
297.1754 2.70
299.1910 128.17",105.0693:3.00 134.0961:6.39 146.0961:14.39 150.0711:6.79 160.1117:3.10 186.1274:7.19 188.1429:999.00 204.1376:3.30 222.1284:5.69 248.1439:49.45 258.1851:1.80 297.1754:2.70 299.1910:128.17,[M+H]+,NCE=35%,NIST,0,0,0,0
o-Fluorobutyrylfentanyl,NLSYMTDGNNFMCX-UHFFFAOYSA-N,,C23H29FN2O,188.1434,"69.0695 1.50
84.0803 5.49
91.0537 1.10
105.0694 135.16
120.0804 1.90
132.0803 1.70
134.0960 5.09
146.0960 7.19
186.1275 2.10
187.1306 5.59
188.1429 999.00",69.0695:1.50 84.0803:5.49 91.0537:1.10 105.0694:135.16 120.0804:1.90 132.0803:1.70 134.0960:5.09 146.0960:7.19 186.1275:2.10 187.1306:5.59 188.1429:999.00,[M+H-C10H12FNO]+,NCE=40% 15eV,NIST,0,0,0,0
o-Fluorobutyrylfentanyl,NLSYMTDGNNFMCX-UHFFFAOYSA-N,,C23H29FN2O,188.1434,"55.0541 1.30
69.0695 3.30
79.0538 1.10
84.0803 8.29
91.0537 2.30
103.0538 1.00
105.0694 203.30
117.0693 1.30
120.0803 4.10
132.0803 4.00
134.0960 6.09
146.0960 7.79
186.1275 4.30
187.1306 5.29
188.1429 999.00",55.0541:1.30 69.0695:3.30 79.0538:1.10 84.0803:8.29 91.0537:2.30 103.0538:1.00 105.0694:203.30 117.0693:1.30 120.0803:4.10 132.0803:4.00 134.0960:6.09 146.0960:7.79 186.1275:4.30 187.1306:5.29 188.1429:999.00,[M+H-C10H12FNO]+,NCE=45% 16eV,NIST,0,0,0,0
o-Fluorobutyrylfentanyl,NLSYMTDGNNFMCX-UHFFFAOYSA-N,,C23H29FN2O,188.1434,"55.0540 1.70
69.0694 6.69
79.0537 2.60
84.0803 12.19
91.0537 4.30
96.0803 1.00
103.0537 2.30
105.0694 285.21
117.0694 2.30
120.0803 8.89
129.0694 1.70
130.0647 1.30
132.0803 7.49
134.0960 7.59
146.0960 8.19
186.1274 8.19
187.1305 4.90
188.1428 999.00",55.0540:1.70 69.0694:6.69 79.0537:2.60 84.0803:12.19 91.0537:4.30 96.0803:1.00 103.0537:2.30 105.0694:285.21 117.0694:2.30 120.0803:8.89 129.0694:1.70 130.0647:1.30 132.0803:7.49 134.0960:7.59 146.0960:8.19 186.1274:8.19 187.1305:4.90 188.1428:999.00,[M+H-C10H12FNO]+,NCE=50% 18eV,NIST,0,0,0,0
o-Fluorobutyrylfentanyl,NLSYMTDGNNFMCX-UHFFFAOYSA-N,,C23H29FN2O,188.1434,"55.0539 4.90
56.0493 2.30
67.0539 2.00
69.0695 23.68
77.0381 2.80
79.0538 13.09
82.0647 1.40
84.0803 25.97
91.0537 14.89
96.0803 2.60
97.0881 2.10
103.0538 11.29
105.0694 584.32
115.0538 2.50
117.0569 3.80
117.0695 6.59
118.0646 1.70
119.0725 2.30
120.0803 32.47
129.0695 5.89
130.0647 5.79
131.0726 2.40
132.0804 24.98
134.0961 11.99
143.0851 1.50
146.0960 11.39
160.1117 1.90
184.1117 2.80
185.1149 1.10
186.1274 25.37
187.1303 4.70
188.1429 999.00",55.0539:4.90 56.0493:2.30 67.0539:2.00 69.0695:23.68 77.0381:2.80 79.0538:13.09 82.0647:1.40 84.0803:25.97 91.0537:14.89 96.0803:2.60 97.0881:2.10 103.0538:11.29 105.0694:584.32 115.0538:2.50 117.0569:3.80 117.0695:6.59 118.0646:1.70 119.0725:2.30 120.0803:32.47 129.0695:5.89 130.0647:5.79 131.0726:2.40 132.0804:24.98 134.0961:11.99 143.0851:1.50 146.0960:11.39 160.1117:1.90 184.1117:2.80 185.1149:1.10 186.1274:25.37 187.1303:4.70 188.1429:999.00,[M+H-C10H12FNO]+,NCE=60% 22eV,NIST,0,0,0,0
